Sample_ID,Year_Month_Code,Project_ID,CDFW_Vessel_Number,PacFIN_Species_Code,Sample_Number,Port,Capture_Date,Vessel,Fork_Length_mm,Sex,Maturity,Otoliths_Retained,Fin_Clip_Retained,Comments
202304-1012-37022-COPP-157,202304,1012,37022,COPP,157,Santa Barbara,4/27/2023,Stardust,400,M,1,No,Yes,Dave & Neosha assigned sample # 6
202304-1012-37022-COPP-158,202304,1012,37022,COPP,158,Santa Barbara,4/27/2023,Stardust,420,M,1,No,Yes,Dave & Neosha assigned sample # 7
202304-1012-37022-COPP-159,202304,1012,37022,COPP,159,Santa Barbara,4/27/2023,Stardust,444,M,1,No,Yes,Dave & Neosha assigned sample # 8
202304-1012-37022-COPP-160,202304,1012,37022,COPP,160,Santa Barbara,4/27/2023,Stardust,397,M,1,No,Yes,Dave & Neosha assigned sample # 9
202304-1012-37022-COPP-161,202304,1012,37022,COPP,161,Santa Barbara,4/27/2023,Stardust,398,M,1,No,Yes,Dave & Neosha assigned sample # 10
202304-1012-37022-COPP-162,202304,1012,37022,COPP,162,Santa Barbara,4/27/2023,Stardust,422,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 11"
202304-1012-37022-COPP-163,202304,1012,37022,COPP,163,Santa Barbara,4/27/2023,Stardust,405,M,1,No,Yes,Dave & Neosha assigned sample # 12
202304-1012-37022-COPP-164,202304,1012,37022,COPP,164,Santa Barbara,4/27/2023,Stardust,379,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 13"
202304-1012-37022-COPP-165,202304,1012,37022,COPP,165,Santa Barbara,4/27/2023,Stardust,395,M,1,No,Yes,Dave & Neosha assigned sample # 14
202304-1012-37022-COPP-166,202304,1012,37022,COPP,166,Santa Barbara,4/27/2023,Stardust,402,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 15"
202304-1012-37022-COPP-167,202304,1012,37022,COPP,167,Santa Barbara,4/27/2023,Stardust,397,M,1,No,Yes,Dave & Neosha assigned sample # 16
202304-1012-12758-BLUR-168,202304,1012,12758,BLUR,168,Santa Barbara,4/26/2023,Coral Sea,310,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 17"
202304-1012-12758-BLUR-169,202304,1012,12758,BLUR,169,Santa Barbara,4/26/2023,Coral Sea,355,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 18"
202304-1012-12758-BLUR-170,202304,1012,12758,BLUR,170,Santa Barbara,4/26/2023,Coral Sea,339,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 19"
202304-1012-12758-BLUR-171,202304,1012,12758,BLUR,171,Santa Barbara,4/26/2023,Coral Sea,280,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 20"
202304-1012-12758-BLUR-172,202304,1012,12758,BLUR,172,Santa Barbara,4/26/2023,Coral Sea,289,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 21"
202304-1012-12758-BLUR-173,202304,1012,12758,BLUR,173,Santa Barbara,4/26/2023,Coral Sea,276,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 22"
202304-1012-12758-BLUR-174,202304,1012,12758,BLUR,174,Santa Barbara,4/26/2023,Coral Sea,311,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 23"
202304-1012-12758-BLUR-175,202304,1012,12758,BLUR,175,Santa Barbara,4/26/2023,Coral Sea,351,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 24"
202304-1012-12758-BLUR-176,202304,1012,12758,BLUR,176,Santa Barbara,4/26/2023,Coral Sea,295,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 25"
202304-1012-12758-BLUR-177,202304,1012,12758,BLUR,177,Santa Barbara,4/26/2023,Coral Sea,345,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 26"
202304-1012-12758-BLUR-178,202304,1012,12758,BLUR,178,Santa Barbara,4/26/2023,Coral Sea,264,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 27"
202304-1012-12758-BLUR-179,202304,1012,12758,BLUR,179,Santa Barbara,4/26/2023,Coral Sea,362,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 28"
202304-1012-12758-BLUR-180,202304,1012,12758,BLUR,180,Santa Barbara,4/26/2023,Coral Sea,269,M,1,No,Yes,"no date on tag - in box with other fish from 4/2023, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 29"
202304-1012-12758-BLUR-181,202304,1012,12758,BLUR,181,Santa Barbara,4/26/2023,Coral Sea,284,M,1,No,Yes,"no date on tag - in box with other fish from 4/2023, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 30"
202304-1012-12758-BLUR-182,202304,1012,12758,BLUR,182,Santa Barbara,4/26/2023,Coral Sea,232,M,1,No,Yes,"no date on tag - in box with other fish from 4/2023, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 31"
202304-1012-12758-BLUR-183,202304,1012,12758,BLUR,183,Santa Barbara,4/26/2023,Coral Sea,349,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 32"
202304-1012-12758-BLUR-184,202304,1012,12758,BLUR,184,Santa Barbara,4/26/2023,Coral Sea,292,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 33"
202304-1012-12758-BLUR-185,202304,1012,12758,BLUR,185,Santa Barbara,4/26/2023,Coral Sea,259,M,1,No,Yes,"no date on tag - in box with other fish from 4/2023, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 34"
202304-1012-12758-BLUR-186,202304,1012,12758,BLUR,186,Santa Barbara,4/26/2023,Coral Sea,275,M,1,No,Yes,"no date on tag - in box with other fish from 4/2023, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 35"
202304-1012-12758-BLUR-187,202304,1012,12758,BLUR,187,Santa Barbara,4/26/2023,Coral Sea,362,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 36"
202304-1012-12758-BLUR-188,202304,1012,12758,BLUR,188,Santa Barbara,4/26/2023,Coral Sea,334,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 37"
202304-1012-12758-BLUR-189,202304,1012,12758,BLUR,189,Santa Barbara,4/26/2023,Coral Sea,365,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 38"
202304-1012-12758-BLUR-190,202304,1012,12758,BLUR,190,Santa Barbara,4/26/2023,Coral Sea,306,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 39"
202304-1012-12758-BLUR-191,202304,1012,12758,BLUR,191,Santa Barbara,4/26/2023,Coral Sea,338,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 40"
202304-1012-12758-BLUR-192,202304,1012,12758,BLUR,192,Santa Barbara,4/26/2023,Coral Sea,299,F,1,No,Yes,"no date on tag - in box with other fish from 4/2023, spent not recent, RB checked with Jaime about collection date - should list 4/26, Dave & Neosha assigned sample # 41"
202305-1012-28054-VRML-193,202305,1012,28054,VRML,193,Oxnard,5/14/2023,Mirage,413,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 42"
202305-1012-28054-VRML-194,202305,1012,28054,VRML,194,Oxnard,5/14/2023,Mirage,425,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 43"
202305-1012-28054-VRML-195,202305,1012,28054,VRML,195,Oxnard,5/14/2023,Mirage,472,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 44"
202305-1012-28054-VRML-196,202305,1012,28054,VRML,196,Oxnard,5/14/2023,Mirage,455,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 45"
202305-1012-28054-VRML-197,202305,1012,28054,VRML,197,Oxnard,5/14/2023,Mirage,389,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 46"
202305-1012-28054-VRML-198,202305,1012,28054,VRML,198,Oxnard,5/14/2023,Mirage,425,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 47"
202305-1012-28054-VRML-199,202305,1012,28054,VRML,199,Oxnard,5/14/2023,Mirage,439,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 48"
202305-1012-28054-VRML-200,202305,1012,28054,VRML,200,Oxnard,5/14/2023,Mirage,451,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 49"
202305-1012-28054-VRML-201,202305,1012,28054,VRML,201,Oxnard,5/14/2023,Mirage,474,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 50"
202305-1012-28054-VRML-202,202305,1012,28054,VRML,202,Oxnard,5/14/2023,Mirage,450,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 51"
202305-1012-28054-VRML-203,202305,1012,28054,VRML,203,Oxnard,5/14/2023,Mirage,468,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 52"
202305-1012-28054-VRML-204,202305,1012,28054,VRML,204,Oxnard,5/14/2023,Mirage,440,M,1,No,Yes,Dave & Neosha assigned sample # 53
202305-1012-28054-VRML-205,202305,1012,28054,VRML,205,Oxnard,5/14/2023,Mirage,438,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 54"
202305-1012-28054-COPP-206,202305,1012,28054,COPP,206,Oxnard,5/26/2023,Mirage,389,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 55"
202305-1012-28054-COPP-207,202305,1012,28054,COPP,207,Oxnard,5/26/2023,Mirage,465,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 56"
202305-1012-28054-COPP-208,202305,1012,28054,COPP,208,Oxnard,5/26/2023,Mirage,430,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 57"
202305-1012-28054-COPP-209,202305,1012,28054,COPP,209,Oxnard,5/26/2023,Mirage,459,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 58"
202305-1012-28054-COPP-210,202305,1012,28054,COPP,210,Oxnard,5/26/2023,Mirage,445,M,1,No,Yes,Dave & Neosha assigned sample # 59
202305-1012-28054-COPP-211,202305,1012,28054,COPP,211,Oxnard,5/26/2023,Mirage,454,M,1,No,Yes,Dave & Neosha assigned sample # 60
202305-1012-28054-COPP-212,202305,1012,28054,COPP,212,Oxnard,5/26/2023,Mirage,424,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 61"
202305-1012-28054-COPP-213,202305,1012,28054,COPP,213,Oxnard,5/26/2023,Mirage,399,M,1,No,Yes,Dave & Neosha assigned sample # 62
202305-1012-28054-COPP-214,202305,1012,28054,COPP,214,Oxnard,5/26/2023,Mirage,461,M,1,No,Yes,Dave & Neosha assigned sample # 63
202305-1012-28054-COPP-215,202305,1012,28054,COPP,215,Oxnard,5/26/2023,Mirage,438,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 64"
202305-1012-28054-COPP-216,202305,1012,28054,COPP,216,Oxnard,5/26/2023,Mirage,431,M,1,No,Yes,Dave & Neosha assigned sample # 65
202305-1012-28054-COPP-217,202305,1012,28054,COPP,217,Oxnard,5/26/2023,Mirage,-,M,1,No,Yes,"marker on tag rubbed off, unable to read length, Dave & Neosha assigned sample # 66"
202304-1012-28054-VRML-218,202304,1012,28054,VRML,218,Oxnard,4/28/2023,Mirage,383,M,1,No,Yes,Dave & Neosha assigned sample # 67
202304-1012-28054-VRML-219,202304,1012,28054,VRML,219,Oxnard,4/28/2023,Mirage,426,F,1,No,Yes,Dave & Neosha assigned sample # 68
202304-1012-28054-VRML-220,202304,1012,28054,VRML,220,Oxnard,4/28/2023,Mirage,394,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 69"
202304-1012-28054-VRML-221,202304,1012,28054,VRML,221,Oxnard,4/28/2023,Mirage,430,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 70"
202304-1012-28054-VRML-222,202304,1012,28054,VRML,222,Oxnard,4/28/2023,Mirage,440,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 71"
202304-1012-28054-VRML-223,202304,1012,28054,VRML,223,Oxnard,4/28/2023,Mirage,410,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 72"
202304-1012-28054-VRML-224,202304,1012,28054,VRML,224,Oxnard,4/28/2023,Mirage,480,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 73"
202304-1012-28054-VRML-225,202304,1012,28054,VRML,225,Oxnard,4/28/2023,Mirage,563,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 74"
202304-1012-28054-VRML-226,202304,1012,28054,VRML,226,Oxnard,4/28/2023,Mirage,445,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 75"
202304-1012-28054-VRML-227,202304,1012,28054,VRML,227,Oxnard,4/28/2023,Mirage,411,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 76"
202304-1012-28054-VRML-228,202304,1012,28054,VRML,228,Oxnard,4/28/2023,Mirage,441,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 77"
202304-1012-28054-VRML-229,202304,1012,28054,VRML,229,Oxnard,4/28/2023,Mirage,396,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 78"
202304-1012-28054-VRML-230,202304,1012,28054,VRML,230,Oxnard,4/28/2023,Mirage,380,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 79"
202304-1012-28054-VRML-231,202304,1012,28054,VRML,231,Oxnard,4/28/2023,Mirage,402,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 80"
202304-1012-28054-COPP-232,202304,1012,28054,COPP,232,Oxnard,4/29/2023,Mirage,482,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 81"
202304-1012-28054-COPP-233,202304,1012,28054,COPP,233,Oxnard,4/29/2023,Mirage,350,M,1,No,Yes,Dave & Neosha assigned sample # 82
202304-1012-28054-COPP-234,202304,1012,28054,COPP,234,Oxnard,4/29/2023,Mirage,418,M,1,No,Yes,Dave & Neosha assigned sample # 83
202304-1012-28054-COPP-235,202304,1012,28054,COPP,235,Oxnard,4/29/2023,Mirage,395,M,1,No,Yes,Dave & Neosha assigned sample # 84
202304-1012-28054-COPP-236,202304,1012,28054,COPP,236,Oxnard,4/29/2023,Mirage,399,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 85"
202304-1012-28054-COPP-237,202304,1012,28054,COPP,237,Oxnard,4/29/2023,Mirage,391,M,1,No,Yes,Dave & Neosha assigned sample # 86
202304-1012-28054-COPP-238,202304,1012,28054,COPP,238,Oxnard,4/29/2023,Mirage,421,M,1,No,Yes,Dave & Neosha assigned sample # 87
202304-1012-28054-COPP-239,202304,1012,28054,COPP,239,Oxnard,4/29/2023,Mirage,447,M,1,No,Yes,Dave & Neosha assigned sample # 88
202304-1012-28054-COPP-240,202304,1012,28054,COPP,240,Oxnard,4/29/2023,Mirage,406,M,1,No,Yes,Dave & Neosha assigned sample # 89
202304-1012-28054-COPP-241,202304,1012,28054,COPP,241,Oxnard,4/29/2023,Mirage,429,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 90"
202304-1012-28054-COPP-242,202304,1012,28054,COPP,242,Oxnard,4/29/2023,Mirage,379,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 91"
202304-1012-28054-COPP-243,202304,1012,28054,COPP,243,Oxnard,4/29/2023,Mirage,367,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 92"
202306-1012--YTRK-244,202306,1012,,YTRK,244,Shelter Cove,6/8/2023,Sea Hawk,470,F,1,No,Yes,Dave & Neosha assigned sample # 93
202306-1012--YTRK-245,202306,1012,,YTRK,245,Shelter Cove,6/8/2023,Sea Hawk,391,M,1,No,Yes,Dave & Neosha assigned sample # 94
202306-1012--YTRK-246,202306,1012,,YTRK,246,Shelter Cove,6/8/2023,Sea Hawk,374,F,1,No,Yes,Dave & Neosha assigned sample # 95
202306-1012--YTRK-247,202306,1012,,YTRK,247,Shelter Cove,6/8/2023,Sea Hawk,415,M,1,No,Yes,Dave & Neosha assigned sample # 96
202306-1012--YTRK-248,202306,1012,,YTRK,248,Shelter Cove,6/8/2023,Sea Hawk,437,F,1,No,Yes,Dave & Neosha assigned sample # 97
202306-1012--YTRK-249,202306,1012,,YTRK,249,Shelter Cove,6/8/2023,Sea Hawk,350,M,0,No,Yes,Dave & Neosha assigned sample # 98
202306-1012--YTRK-250,202306,1012,,YTRK,250,Shelter Cove,6/8/2023,Sea Hawk,435,F,1,No,Yes,Dave & Neosha assigned sample # 99
202306-1012--YTRK-251,202306,1012,,YTRK,251,Shelter Cove,6/8/2023,Sea Hawk,401,F,1,No,Yes,Dave & Neosha assigned sample # 100
202306-1012--YTRK-252,202306,1012,,YTRK,252,Shelter Cove,6/8/2023,Sea Hawk,455,F,1,No,Yes,Dave & Neosha assigned sample # 101
202306-1012--YTRK-253,202306,1012,,YTRK,253,Shelter Cove,6/8/2023,Sea Hawk,444,F,1,No,Yes,Dave & Neosha assigned sample # 102
202306-1012--VRML-254,202306,1012,,VRML,254,Shelter Cove,6/8/2023,Sea Hawk,520,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 103"
202306-1012--VRML-255,202306,1012,,VRML,255,Shelter Cove,6/8/2023,Sea Hawk,397,F,1,No,Yes,"resting early transitioning, Dave & Neosha assigned sample # 104"
202306-1012--YTRK-256,202306,1012,,YTRK,256,Shelter Cove,6/10/2023,Sea Hawk,456,F,1,No,Yes,Dave & Neosha assigned sample # 105
202306-1012--YTRK-257,202306,1012,,YTRK,257,Shelter Cove,6/10/2023,Sea Hawk,440,F,1,No,Yes,Dave & Neosha assigned sample # 106
202306-1012--YTRK-258,202306,1012,,YTRK,258,Shelter Cove,6/10/2023,Sea Hawk,477,F,1,No,Yes,Dave & Neosha assigned sample # 107
202306-1012--YTRK-259,202306,1012,,YTRK,259,Shelter Cove,6/10/2023,Sea Hawk,443,F,1,No,Yes,Dave & Neosha assigned sample # 108
202306-1012--YTRK-260,202306,1012,,YTRK,260,Shelter Cove,6/10/2023,Sea Hawk,468,F,1,No,Yes,Dave & Neosha assigned sample # 109
202306-1012--YTRK-261,202306,1012,,YTRK,261,Shelter Cove,6/10/2023,Sea Hawk,400,F,1,No,Yes,Dave & Neosha assigned sample # 110
202306-1012--YTRK-262,202306,1012,,YTRK,262,Shelter Cove,6/10/2023,Sea Hawk,418,F,1,No,Yes,Dave & Neosha assigned sample # 111
202306-1012--YTRK-263,202306,1012,,YTRK,263,Shelter Cove,6/10/2023,Sea Hawk,476,F,1,No,Yes,Dave & Neosha assigned sample # 112
202306-1012--YTRK-264,202306,1012,,YTRK,264,Shelter Cove,6/10/2023,Sea Hawk,459,F,1,No,Yes,Dave & Neosha assigned sample # 113
202306-1012--YTRK-265,202306,1012,,YTRK,265,Shelter Cove,6/12/2023,Sea Hawk,451,F,1,No,Yes,Dave & Neosha assigned sample # 114
202306-1012--YTRK-266,202306,1012,,YTRK,266,Shelter Cove,6/12/2023,Sea Hawk,413,M,1,No,Yes,Dave & Neosha assigned sample # 115
202306-1012--YTRK-267,202306,1012,,YTRK,267,Shelter Cove,6/12/2023,Sea Hawk,422,M,1,No,Yes,Dave & Neosha assigned sample # 116
202306-1012--YTRK-268,202306,1012,,YTRK,268,Shelter Cove,6/12/2023,Sea Hawk,385,M,1,No,Yes,Dave & Neosha assigned sample # 117
202306-1012--YTRK-269,202306,1012,,YTRK,269,Shelter Cove,6/12/2023,Sea Hawk,472,F,1,No,Yes,Dave & Neosha assigned sample # 118
202306-1012--YTRK-270,202306,1012,,YTRK,270,Shelter Cove,6/12/2023,Sea Hawk,449,F,1,No,Yes,Dave & Neosha assigned sample # 119
202306-1012-29746-CNRY-271,202306,1012,29746,CNRY,271,Emeryville,6/30/2023,Sea Wolf,331,F,1,No,Yes,Dave & Neosha assigned sample # 120
202306-1012-29746-CNRY-272,202306,1012,29746,CNRY,272,Emeryville,6/30/2023,Sea Wolf,352,F,1,No,Yes,Dave & Neosha assigned sample # 121
202306-1012-29746-CNRY-273,202306,1012,29746,CNRY,273,Emeryville,6/30/2023,Sea Wolf,396,M,1,No,Yes,Dave & Neosha assigned sample # 122
202306-1012-29746-CNRY-274,202306,1012,29746,CNRY,274,Emeryville,6/30/2023,Sea Wolf,337,F,0,No,Yes,Dave & Neosha assigned sample # 123
202306-1012-29746-CNRY-275,202306,1012,29746,CNRY,275,Emeryville,6/30/2023,Sea Wolf,345,M,1,No,Yes,Dave & Neosha assigned sample # 124
202306-1012-29746-CNRY-276,202306,1012,29746,CNRY,276,Emeryville,6/30/2023,Sea Wolf,371,M,1,No,Yes,Dave & Neosha assigned sample # 125
202306-1012-29746-CNRY-277,202306,1012,29746,CNRY,277,Emeryville,6/30/2023,Sea Wolf,356,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 126"
202306-1012-29746-CNRY-278,202306,1012,29746,CNRY,278,Emeryville,6/30/2023,Sea Wolf,351,F,1,No,Yes,Dave & Neosha assigned sample # 127
202306-1012-29746-CNRY-279,202306,1012,29746,CNRY,279,Emeryville,6/30/2023,Sea Wolf,355,M,1,No,Yes,Dave & Neosha assigned sample # 128
202306-1012-29746-CNRY-280,202306,1012,29746,CNRY,280,Emeryville,6/30/2023,Sea Wolf,387,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 129"
202306-1012-29746-CNRY-281,202306,1012,29746,CNRY,281,Emeryville,6/30/2023,Sea Wolf,321,M,0,No,Yes,Dave & Neosha assigned sample # 130
202306-1012-29746-CNRY-282,202306,1012,29746,CNRY,282,Emeryville,6/30/2023,Sea Wolf,386,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 131"
202306-1012-29746-CNRY-283,202306,1012,29746,CNRY,283,Emeryville,6/30/2023,Sea Wolf,369,M,1,No,Yes,Dave & Neosha assigned sample # 132
202306-1012-29746-CNRY-284,202306,1012,29746,CNRY,284,Emeryville,6/30/2023,Sea Wolf,351,M,1,No,Yes,Dave & Neosha assigned sample # 133
202306-1012--YTRK-285,202306,1012,,YTRK,285,Half Moon Bay,6/22/2023,Queen of Hearts,471,F,1,No,Yes,Dave & Neosha assigned sample # 134
202306-1012--YTRK-286,202306,1012,,YTRK,286,Half Moon Bay,6/22/2023,Queen of Hearts,420,M,1,No,Yes,"ripe testes, lengths rounded?, Dave & Neosha assigned sample # 135"
202306-1012--YTRK-287,202306,1012,,YTRK,287,Half Moon Bay,6/22/2023,Queen of Hearts,360,F,0,No,Yes,"lengths rounded?, Dave & Neosha assigned sample # 136"
202306-1012--YTRK-288,202306,1012,,YTRK,288,Half Moon Bay,6/22/2023,Queen of Hearts,460,F,1,No,Yes,"lengths rounded?, Dave & Neosha assigned sample # 137"
202306-1012--YTRK-289,202306,1012,,YTRK,289,Half Moon Bay,6/22/2023,Queen of Hearts,470,F,1,No,Yes,"lengths rounded?, Dave & Neosha assigned sample # 138"
202306-1012--YTRK-290,202306,1012,,YTRK,290,Half Moon Bay,6/22/2023,Queen of Hearts,300,M,0,No,Yes,"lengths rounded?, Dave & Neosha assigned sample # 139"
202306-1012--GSPT-291,202306,1012,,GSPT,291,Half Moon Bay,6/22/2023,Queen of Hearts,340,F,1,No,Yes,"lengths rounded?, Dave & Neosha assigned sample # 140"
202306-1012--GSPT-292,202306,1012,,GSPT,292,Half Moon Bay,6/22/2023,Queen of Hearts,290,F,0,No,Yes,"lengths rounded?, Dave & Neosha assigned sample # 141"
202306-1012--GSPT-293,202306,1012,,GSPT,293,Half Moon Bay,6/22/2023,Queen of Hearts,340,M,1,No,Yes,"lengths rounded?, Dave & Neosha assigned sample # 142"
202306-1012--VRML-294,202306,1012,,VRML,294,Shelter Cove,6/9/2023,Sea Hawk,485,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 143"
202306-1012--VRML-295,202306,1012,,VRML,295,Shelter Cove,6/9/2023,Sea Hawk,466,M,1,No,Yes,"ripe testes, Dave & Neosha assigned sample # 144"
202306-1012--VRML-296,202306,1012,,VRML,296,Shelter Cove,6/9/2023,Sea Hawk,499,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 145"
202306-1012--VRML-297,202306,1012,,VRML,297,Shelter Cove,6/9/2023,Sea Hawk,420,F,1,No,Yes,Dave & Neosha assigned sample # 146
202306-1012--VRML-298,202306,1012,,VRML,298,Shelter Cove,6/9/2023,Sea Hawk,515,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 147"
202306-1012--VRML-299,202306,1012,,VRML,299,Shelter Cove,6/9/2023,Sea Hawk,455,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 148"
202306-1012--VRML-300,202306,1012,,VRML,300,Shelter Cove,6/9/2023,Sea Hawk,514,F,1,No,Yes,"resting transitioning, Dave & Neosha assigned sample # 149"
202306-1012--VRML-301,202306,1012,,VRML,301,Shelter Cove,6/9/2023,Sea Hawk,525,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 150"
202306-1012--VRML-302,202306,1012,,VRML,302,Shelter Cove,6/9/2023,Sea Hawk,495,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 151"
202306-1012--VRML-303,202306,1012,,VRML,303,Shelter Cove,6/9/2023,Sea Hawk,408,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 152"
202306-1012--VRML-304,202306,1012,,VRML,304,Shelter Cove,6/12/2023,Sea Hawk,414,F,1,No,Yes,Dave & Neosha assigned sample # 153
202306-1012--VRML-305,202306,1012,,VRML,305,Shelter Cove,6/12/2023,Sea Hawk,504,F,1,No,Yes,"resting transitioning, Dave & Neosha assigned sample # 154"
202306-1012--VRML-306,202306,1012,,VRML,306,Shelter Cove,6/12/2023,Sea Hawk,538,F,1,No,Yes,"resting transitioning, Dave & Neosha assigned sample # 155"
202306-1012--VRML-307,202306,1012,,VRML,307,Shelter Cove,6/12/2023,Sea Hawk,480,M,1,No,Yes,"ripe, Dave & Neosha assigned sample # 156"
202306-1012--VRML-308,202306,1012,,VRML,308,Shelter Cove,6/12/2023,Sea Hawk,513,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 157"
202306-1012--VRML-309,202306,1012,,VRML,309,Shelter Cove,6/13/2023,Sea Hawk,425,M,1,No,Yes,"ripe & running testes, Dave & Neosha assigned sample # 158"
